"PVWatts: Hourly PV Performance Data"
"Requested Location:","14 woodside Dr, cumberland center, maine"
"Location:","Lat, Lon: 43.81, -70.26"
"Lat (deg N):","43.81"
"Long (deg W):","70.26"
"Elev (m):","82.919998168945"
"DC System Size (kW):","4.4"
"Module Type:","Premium"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","43"
"Array Azimuth (deg):","225"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.090"
"Capacity Factor (%)","14.3"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","31","6","16","120","18","0","94.912","19.576","365.624","336.035"
"7","31","7","33","199","20","0","145.257","25.037","549.071","515.474"
"7","31","8","669","166","20","0","291.726","32.182","945.149","901.928"
"7","31","9","719","182","21","0","505.446","42.945","1730.173","1663.96"
"7","31","10","725","205","22","0","697.955","52.406","2365.974","2277.323"
"7","31","11","719","222","22","0","847.949","58.707","2822.543","2715.671"
"7","31","12","263","427","22","0","688.913","54.501","2335.163","2247.677"
"7","31","13","229","399","22","0","638.988","51.727","2189.659","2107.573"
"7","31","14","584","239","21","0","865.212","57.977","2893.1","2783.255"
"7","31","15","208","264","20","0","471.581","45.436","1654.575","1590.803"
"7","31","16","398","175","20","0","509.629","43.671","1794.663","1726.33"
"7","31","17","0","23","19","0","19.215","24.071","72.876","49.095"
"7","31","18","0","4","18","0","3.324","14.192","13.043","0"
"7","31","19","0","0","21","0","0","21","0","0"
"7","31","20","0","0","21","0","0","21","0","0"
"7","31","21","0","0","21","0","0","21","0","0"
"7","31","22","0","0","20","0","0","20","0","0"
"7","31","23","0","0","20","0","0","20","0","0"
"8","1","0","0","0","20","0","0","20","0","0"
"8","1","1","0","0","20","0","0","20","0","0"
"8","1","2","0","0","20","0","0","20","0","0"
"8","1","3","0","0","20","0","0","20","0","0"
"8","1","4","0","0","20","0","0","20","0","0"
"8","1","5","0","27","21","0","22.586","17.938","87.497","63.443"
"8","1","6","21","122","23","0","96.205","24.497","364.342","334.781"
"8","1","7","5","162","25","0","128.508","29.446","478.261","446.245"
"8","1","8","39","266","26","0","215.609","34.831","779.551","740.515"
"8","1","9","10","226","27","0","193.022","35.87","701.088","663.954"
"8","1","10","36","354","27","0","329.759","41.239","1174.783","1125.375"
"8","1","11","171","448","28","0","563.785","52.139","1927.732","1854.912"
"8","1","12","7","187","29","0","168.024","40.429","600.9","566.119"
"8","1","13","338","373","29","0","741.691","58.168","2478.387","2385.412"
"8","1","14","847","100","28","0","962.418","68.083","3089.366","2971.031"
"8","1","15","824","81","27","0","853.69","65.088","2771.941","2667.175"
"8","1","16","757","66","26","0","677.938","57.866","2257.185","2172.615"
"8","1","17","615","52","25","0","434.297","47.38","1482.106","1423.721"
"8","1","18","315","25","23","0","160.092","32.934","544.429","510.937"
"8","1","19","0","0","21","0","0","21","0","0"
"8","1","20","0","0","20","0","0","20","0","0"
"8","1","21","0","0","20","0","0","20","0","0"
"8","1","22","0","0","19","0","0","19","0","0"
"8","1","23","0","0","19","0","0","19","0","0"
"8","2","0","0","0","18","0","0","18","0","0"
"8","2","1","0","0","18","0","0","18","0","0"
"8","2","2","0","0","17","0","0","17","0","0"
"8","2","3","0","0","17","0","0","17","0","0"
"8","2","4","0","0","17","0","0","17","0","0"
"8","2","5","520","35","18","0","30.739","15.137","120.218","95.546"
"8","2","6","730","53","20","0","44.555","18.415","172.322","146.649"
"8","2","7","819","70","21","0","63.599","20.847","243.931","216.845"
"8","2","8","883","77","22","0","288.727","33.146","889.328","847.543"
"8","2","9","921","82","23","0","525.39","45.585","1766.334","1698.936"
"8","2","10","97","411","24","0","421.217","44.703","1479.911","1421.593"
"8","2","11","230","440","25","0","607.441","51.5","2081.83","2003.629"
"8","2","12","328","408","25","0","733.977","57.135","2462.296","2369.947"
"8","2","13","113","398","24","0","522.045","49.922","1801.411","1732.854"
"8","2","14","894","83","24","0","989.972","63.997","3231.331","3106.651"
"8","2","15","841","78","23","0","865.924","62.022","2846.755","2738.868"
"8","2","16","732","77","22","0","672.579","54.092","2273.062","2187.902"
"8","2","17","582","58","21","0","425.567","43.238","1476.188","1417.983"
"8","2","18","278","26","19","0","148.401","28.424","515.108","482.274"
"8","2","19","0","0","18","0","0","18","0","0"
"8","2","20","0","0","17","0","0","17","0","0"
"8","2","21","0","0","16","0","0","16","0","0"
"8","2","22","0","0","16","0","0","16","0","0"
"8","2","23","0","0","15","0","0","15","0","0"
"8","3","0","0","0","15","0","0","15","0","0"
"8","3","1","0","0","14","0","0","14","0","0"
"8","3","2","0","0","14","0","0","14","0","0"
"8","3","3","0","0","14","0","0","14","0","0"
"8","3","4","0","0","14","0","0","14","0","0"
"8","3","5","466","39","16","0","31.417","13.014","123.754","99.016"
"8","3","6","688","61","18","0","50.601","16.607","196.915","170.761"
"8","3","7","800","75","20","0","58.712","19.594","226.16","199.428"
"8","3","8","864","85","21","0","290.035","32.133","901.059","858.975"
"8","3","9","901","93","22","0","525.146","44.62","1773.651","1706.012"
"8","3","10","920","98","23","0","734.779","54.729","2464.431","2371.999"
"8","3","11","925","101","24","0","897.955","62.37","2944.58","2832.54"
"8","3","12","299","415","24","0","713.738","57.482","2391.148","2301.538"
"8","3","13","500","305","24","0","854.082","60.841","2823.723","2716.801"
"8","3","14","249","333","24","0","618.342","54.045","2099.872","2021.027"
"8","3","15","808","90","23","0","860.374","59.521","2857.056","2748.735"
"8","3","16","162","178","23","0","319.038","42.844","1128.316","1080.197"
"8","3","17","591","54","21","0","425.862","40.249","1493.232","1434.508"
"8","3","18","294","23","19","0","151.09","28.507","523.014","490.004"
"8","3","19","0","0","18","0","0","18","0","0"
"8","3","20","0","0","18","0","0","18","0","0"
"8","3","21","0","0","17","0","0","17","0","0"
"8","3","22","0","0","17","0","0","17","0","0"
"8","3","23","0","0","16","0","0","16","0","0"
"8","4","0","0","0","16","0","0","16","0","0"
"8","4","1","0","0","16","0","0","16","0","0"
"8","4","2","0","0","16","0","0","16","0","0"
"8","4","3","0","0","16","0","0","16","0","0"
"8","4","4","0","0","16","0","0","16","0","0"
"8","4","5","400","42","18","0","33.779","15.27","132.05","107.154"
"8","4","6","0","27","20","0","22.58","17.319","87.658","63.601"
"8","4","7","318","195","22","0","132.304","25.379","499.509","467.023"
"8","4","8","373","261","23","0","288.022","34.883","979.361","935.246"
"8","4","9","852","106","24","0","512.198","46.066","1722.822","1656.849"
"8","4","10","874","111","25","0","714.883","55.839","2387.93","2298.442"
"8","4","11","879","116","26","0","873.453","63.293","2853.768","2745.586"
"8","4","12","292","417","26","0","709.719","59.027","2363.192","2274.646"
"8","4","13","147","401","26","0","560.781","52.955","1912.57","1840.269"
"8","4","14","422","283","25","0","754.406","57.508","2527.327","2432.437"
"8","4","15","304","244","25","0","556.415","52.183","1902.395","1830.441"
"8","4","16","659","90","24","0","636.49","52.562","2164.42","2083.251"
"8","4","17","473","70","22","0","376.631","42.117","1314.025","1260.649"
"8","4","18","138","28","20","0","99.34","26.807","353.865","324.524"
"8","4","19","0","0","19","0","0","19","0","0"
"8","4","20","0","0","18","0","0","18","0","0"
"8","4","21","0","0","18","0","0","18","0","0"
"8","4","22","0","0","17","0","0","17","0","0"
"8","4","23","0","0","17","0","0","17","0","0"
"8","5","0","0","0","16","0","0","16","0","0"
"8","5","1","0","0","16","0","0","16","0","0"
"8","5","2","0","0","16","0","0","16","0","0"
"8","5","3","0","0","16","0","0","16","0","0"
"8","5","4","0","0","16","0","0","16","0","0"
"8","5","5","0","26","17","0","21.75","13.608","85.502","61.486"
"8","5","6","0","66","18","0","55.456","16.712","215.732","189.207"
"8","5","7","143","214","19","0","147.816","23.546","561.661","527.778"
"8","5","8","11","212","21","0","174.8","28.143","651.386","615.43"
"8","5","9","3","163","22","0","138.211","27.895","516.943","484.069"
"8","5","10","8","197","22","0","172.552","28.987","642.994","607.235"
"8","5","11","68","413","22","0","432.94","40.121","1549.617","1489.153"
"8","5","12","374","385","22","0","757.493","53.918","2573.399","2476.688"
"8","5","13","693","211","22","0","959.946","62.66","3150.614","3029.562"
"8","5","14","66","319","22","0","381.805","44.914","1342.772","1288.556"
"8","5","15","202","259","21","0","463.153","42.189","1644.922","1581.458"
"8","5","16","384","146","20","0","483.318","42.634","1708.538","1643.029"
"8","5","17","257","86","19","0","254.534","33.241","920.718","878.13"
"8","5","18","68","25","18","0","61.323","21.524","225.022","198.313"
"8","5","19","0","0","17","0","0","17","0","0"
"8","5","20","0","0","16","0","0","16","0","0"
"8","5","21","0","0","16","0","0","16","0","0"
"8","5","22","0","0","16","0","0","16","0","0"
"8","5","23","0","0","16","0","0","16","0","0"
"8","6","0","0","0","15","0","0","15","0","0"
"8","6","1","0","0","15","0","0","15","0","0"
"8","6","2","0","0","15","0","0","15","0","0"
"8","6","3","0","0","15","0","0","15","0","0"
"8","6","4","0","0","15","0","0","15","0","0"
"8","6","5","410","40","16","0","32.268","13.083","127.076","102.274"
"8","6","6","658","63","18","0","52.152","16.708","202.883","176.612"
"8","6","7","775","79","20","0","61.4","19.78","236.363","209.427"
"8","6","8","842","91","22","0","289.085","33.128","898.578","856.557"
"8","6","9","877","100","23","0","520.216","45.398","1753.425","1686.451"
"8","6","10","893","108","24","0","726.676","55.356","2431.965","2340.789"
"8","6","11","887","117","24","0","882.804","61.838","2901.372","2791.176"
"8","6","12","478","344","24","0","833.259","61.233","2750.095","2646.232"
"8","6","13","21","297","24","0","286.587","42.412","1017.405","972.286"
"8","6","14","30","281","23","0","304.759","37.216","1102.861","1055.439"
"8","6","15","0","101","22","0","85.702","27.287","321.4","292.735"
"8","6","16","0","44","21","0","36.898","20.433","141.721","116.639"
"8","6","17","0","6","20","0","4.997","16.574","19.45","0"
"8","6","18","0","1","18","0","0.83","13.687","3.262","0"
"8","6","19","0","0","17","0","0","17","0","0"
"8","6","20","0","0","17","0","0","17","0","0"
"8","6","21","0","0","16","0","0","16","0","0"
"8","6","22","0","0","15","0","0","15","0","0"
"8","6","23","0","0","15","0","0","15","0","0"
"8","7","0","0","0","15","0","0","15","0","0"
"8","7","1","0","0","14","0","0","14","0","0"
"8","7","2","0","0","14","0","0","14","0","0"
"8","7","3","0","0","14","0","0","14","0","0"
"8","7","4","0","0","14","0","0","14","0","0"
"8","7","5","461","36","14","0","29.124","10.82","115.568","90.984"
"8","7","6","693","59","16","0","49.25","14.36","193.124","167.045"
"8","7","7","804","75","18","0","58.992","17.44","228.921","202.134"
"8","7","8","866","85","19","0","290.656","30.138","909.397","867.1"
"8","7","9","896","96","20","0","526.589","42.75","1792.029","1723.783"
"8","7","10","182","416","21","0","492.076","44.411","1728.951","1662.777"
"8","7","11","483","348","22","0","764.327","54.568","2587.295","2490.031"
"8","7","12","423","358","22","0","794.302","57.395","2661.891","2561.631"
"8","7","13","913","92","22","0","1035.015","65.233","3361.759","3231.1"
"8","7","14","554","228","22","0","828.152","60.211","2744.744","2641.101"
"8","7","15","336","233","21","0","574.379","49.618","1983.238","1908.503"
"8","7","16","755","62","20","0","672.447","50.184","2306.886","2220.463"
"8","7","17","120","91","19","0","172.586","31.949","630.095","594.637"
"8","7","18","253","21","17","0","135.037","22.767","479.307","447.268"
"8","7","19","0","0","16","0","0","16","0","0"
"8","7","20","0","0","16","0","0","16","0","0"
"8","7","21","0","0","16","0","0","16","0","0"
"8","7","22","0","0","16","0","0","16","0","0"
"8","7","23","0","0","15","0","0","15","0","0"
"8","8","0","0","0","15","0","0","15","0","0"
"8","8","1","0","0","15","0","0","15","0","0"
"8","8","2","0","0","14","0","0","14","0","0"
"8","8","3","0","0","14","0","0","14","0","0"
"8","8","4","0","0","14","0","0","14","0","0"
"8","8","5","76","49","15","0","38.557","12.345","152.221","126.937"
"8","8","6","0","72","17","0","59.956","16.189","233.653","206.772"
"8","8","7","0","93","18","0","77.821","18.904","300.48","272.246"
"8","8","8","11","209","19","0","172.503","25.072","649.786","613.868"
"8","8","9","2","156","19","0","131.974","24.522","499.582","467.094"
"8","8","10","10","224","19","0","196.969","26.945","739.277","701.224"
"8","8","11","7","188","20","0","167.06","27.43","626.145","590.779"
"8","8","12","0","87","21","0","73.808","23.777","280.223","252.403"
"8","8","13","3","160","21","0","141.107","25.633","532.271","499.053"
"8","8","14","3","170","21","0","151.148","27.016","567.377","533.365"
"8","8","15","0","120","21","0","103.144","24.94","390.015","359.91"
"8","8","16","84","170","20","0","237.829","29.416","883.862","842.217"
"8","8","17","189","107","19","0","244.577","30.246","897.323","855.335"
"8","8","18","39","20","18","0","37.629","20.251","139.184","114.151"
"8","8","19","0","0","18","0","0","18","0","0"
"8","8","20","0","0","17","0","0","17","0","0"
"8","8","21","0","0","16","0","0","16","0","0"
"8","8","22","0","0","15","0","0","15","0","0"
"8","8","23","0","0","14","0","0","14","0","0"
"8","9","0","0","0","14","0","0","14","0","0"
"8","9","1","0","0","14","0","0","14","0","0"
"8","9","2","0","0","13","0","0","13","0","0"
"8","9","3","0","0","13","0","0","13","0","0"
"8","9","4","0","0","13","0","0","13","0","0"
"8","9","5","459","36","14","0","29.252","10.802","116.083","91.49"
"8","9","6","703","59","15","0","49.451","13.341","194.579","168.472"
"8","9","7","798","80","16","0","62.63","15.561","244.595","217.495"
"8","9","8","867","91","17","0","295.71","28.383","933.814","890.887"
"8","9","9","914","95","18","0","535.423","41.199","1832.637","1763.038"
"8","9","10","944","93","18","0","750.713","50.696","2557.958","2461.86"
"8","9","11","138","436","19","0","528.689","45.598","1853.675","1783.37"
"8","9","12","466","343","19","0","823.122","54.018","2795.239","2689.506"
"8","9","13","946","85","19","0","1062.062","63.559","3473.15","3337.27"
"8","9","14","917","81","19","0","1014.575","63.507","3318.282","3189.632"
"8","9","15","864","76","18","0","886.98","58.365","2958.938","2846.281"
"8","9","16","783","64","17","0","696.563","50.465","2386.998","2297.546"
"8","9","17","342","73","16","0","300.827","34.174","1082.292","1035.429"
"8","9","18","273","18","15","0","138.968","22.605","492.292","459.966"
"8","9","19","0","0","14","0","0","14","0","0"
"8","9","20","0","0","13","0","0","13","0","0"
"8","9","21","0","0","12","0","0","12","0","0"
"8","9","22","0","0","11","0","0","11","0","0"
"8","9","23","0","0","11","0","0","11","0","0"
"8","10","0","0","0","11","0","0","11","0","0"
"8","10","1","0","0","11","0","0","11","0","0"
"8","10","2","0","0","10","0","0","10","0","0"
"8","10","3","0","0","10","0","0","10","0","0"
"8","10","4","0","0","10","0","0","10","0","0"
"8","10","5","187","45","12","0","34.269","8.92","136.844","111.856"
"8","10","6","485","84","14","0","62.846","13.07","247.508","220.35"
"8","10","7","810","74","16","0","58.532","15.593","228.566","201.786"
"8","10","8","876","84","18","0","292.776","29.207","918.426","875.896"
"8","10","9","913","92","19","0","532.865","42.039","1818.047","1748.936"
"8","10","10","359","375","19","0","587.913","45.985","2049.767","1972.702"
"8","10","11","938","100","20","0","913.678","58.3","3045.586","2929.172"
"8","10","12","447","346","21","0","808.424","57.91","2703.725","2601.764"
"8","10","13","474","304","20","0","831.984","57.093","2791.964","2686.367"
"8","10","14","572","218","20","0","836.792","57.396","2804.552","2698.431"
"8","10","15","223","249","20","0","473.398","45.282","1661.901","1597.894"
"8","10","16","279","156","19","0","400.359","38.727","1436.492","1379.49"
"8","10","17","12","80","17","0","81.241","23.346","308.233","279.84"
"8","10","18","0","13","15","0","10.855","12.524","42.83","19.604"
"8","10","19","0","0","15","0","0","15","0","0"
"8","10","20","0","0","15","0","0","15","0","0"
"8","10","21","0","0","14","0","0","14","0","0"
"8","10","22","0","0","14","0","0","14","0","0"
"8","10","23","0","0","13","0","0","13","0","0"
"8","11","0","0","0","13","0","0","13","0","0"
"8","11","1","0","0","13","0","0","13","0","0"
"8","11","2","0","0","13","0","0","13","0","0"
